Volume,Text No.,Text Title,Match with T Text? (1=yes 0=no 2 = ref),Quote in LS,Ch. in T Text,Quote in T Text,P. No. in T Text,UID
5,4,btags grol rgyud drug gi ti ka,1,:_klong gsal las: stong gsal yid gnyis sgom dang bral:_sgom pa kun gyi mchog yin no:_zhes so:,4,stong gsal yid gnyis b+haiM dang bral/_/b+haiM pa kun gyi mchog yin no/_/,8,96009
5,4,btags grol rgyud drug gi ti ka,1,rgyud las:_rang rig rtogs pa dbang gi mchog:_zhu dang bskur ba'i thabs las 'das:_zhes so:,4,rang rig rtogs pas dbang don mchog_/zhu dang bskur ba'i mtha' las 'das/_/,8,19246
5,4,btags grol rgyud drug gi ti ka,1,klong gsal las:_snying po'i rgyud 'dir su phrad pa:_rdzogs sangs rgya bar the tshom med:_ces so:,60,snying po'i rgyud 'dir su 'phrad pa/_/rdzogs sangs rgyas par the tshom med/_,173,88554
5,4,sras gcig sa bon rgyud kyi ti ka gsal byed nor bu’i phreng ba,1,klong gsal las:_de lta bu'i ye shes de ngo rang thog tu sprad pas:_gang shar sbrul mdud bzhin du grol:_ces so:_,5,de lta bu'i ye shes te/_/ngo bo rang thog don 'phrod pas/_/gang shar sprul mdud [13] bzhin du grol/_/,12-13,16493
5,4,sras gcig sa bon rgyud kyi ti ka gsal byed nor bu’i phreng ba,1,klong gsal las:_kun 'byung srid rtsa rtogs pas grol:_ces so:,5,_/kun 'byung srid rtsa rtogs pas grol/,13,99332
5,4,sras gcig sa bon rgyud kyi ti ka gsal byed nor bu’i phreng ba,1,klong gsal las:_rig pa rtogs tshe 'dzin pa grol:_ces so:,5,rig pa rtogs tshe 'dzin pa grol/,13,19964
5,4,’bras bu yongs rdzogs rgyud kyi ti ka gsal byed dri med snying po,1,klong gsal las:_snying nang yab yum zhi ba'i tshul:dung khang khro bo'i tshul du gnas:_zhes so:_,18,snying nang yab yum zhi ba'i tshul/_/dung khang khro bo'i tshul du gnas/_,67,69995
5,7,btags grol don khrid,1,klong gsal las:_gdams pa sbyor dngos rjes gsum mo:_zhes so:,61,gdams pa sbyor dngos rjes 'jug gsum//,175,66413
5,7,btags grol don khrid,1,klong gsal las:_spyi bo mgrin pa snying kha dang :_lte ba gsang ba rkang mthil duH:_a pre tri su nr-i du drug:_gnas so zhes pas ,8,spyi bo mgrin pa snying kha dang /_/lte ba gsang ba rkang mthil du/_/a tri nr-i su pre du drug,23,46905
5,7,btags grol don khrid,1,klong gsal las:_nyan thos zhi ba'i lta stangs kyis:_lus ngag yid gsum rnal du pheb:_ces so:,63,nyan thos zhi ba'i lta stangs kyis/_/lus ngag yid gsum rnal du phab/_/,179,14462
5,7,btags grol don khrid,1,klong gsal las:_tsak+Shu zim bus sUr+yaRa blta:[ · ]shar gyi rgyu skar bzhin du gsal:_zhes pas:,8,tsak+Shus zim bus suR+yar lta/_/shar gyi rgya skar bzhin du gsal/_/dbang po 'dug tshul sus gtad pas/_/phyi dbyings myur du mthong bar 'gyur/_/,23,74553
5,7,btags grol don khrid,1,:_klong gsal las:_rkyen bral gsum la gsal bar 'gyur:_zhes pas:,101,rkyen bral gsum la 'char bar 'gyur/,257,40681
5,7,btags grol don khrid,1,klong gsal las:_rang rig lug rgyud 'di bzhin gsal:_zhes pa dang :,8,rang rig lug rgyud 'di bzhin gsal/_/,25,17850
5,7,btags grol don khrid,1,klong gsal las:_gsal stong 'gag med lu gu rgyud:_gsal bde snang rig stong pa nyid:_dbyeRa med gsal ba ma 'dres gnas:_zhes paH:,63,gsal bde snang rig stong pa nyid/_/dbyer med gsal ba ma 'dres gnas/,179,78012
5,7,btags grol don khrid,1,klong gsal las:_rig gnad lug rgyud btson du bzung :_dngos snang dal ba nyid kyi brten:_zhes pa'o:,8,rig gnad lugs rgyud btson du bzung /_/mngon sum brdal ba nyid kyi rten/,25,62883
5,7,btags grol don khrid,1,klong gsal las:_blo ni kun rdzob 'khrul par shar:_zhes so:,8,blos bcas kun rdzob 'khrul bar bshad/,25,11265
5,7,btags grol don khrid,1,klong gsal las:_blo ni kun rdzob 'khrul par shar:_zhes so:,63,blo ni kun rdzob 'khrul par bshad/_/,179,34848
5,8,bde gshegs rigs lnga'i phyi sgrub,1,klong gsal las:_lus kyis khyab tshad thams cad la:[ ·]phung po lnga ni rigs lnga dngos:_khams lnga yum lnga nyid du gnas:_zhes pas:,11,lus kyi khyab tshad thams cad la//_phung po lnga ni rigs lnga dngos/_/khams lnga yum lnga nyid du gnas/_/,36,10854
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal nyi ma'i rgyud dag las:_spros bcas bum pa phyi yi dbang :_sbros med nang gi gsang dbang dang : shin du spros med shes rab ye shes dbang :_yongs su spros med tshig dbang rin po che:_snod ldan bu la bskuRa phyiRa rim par bstan:_shes rab blo ldan snying rje can dang 'phrad par shog:_,101,spros bcas phyi'i bum dbang dang /_/spros med nang gi gsang dbang dang /_/shin tu spros med shes rab ye shes dbang /_/rab tu spros med tshig gi dbang /_/snod ldan bu la rim [255] bzhin bstan/_/mngon sum gnad du dbab pa'i phyir/_/spros med khyad par dbang lnga bskur/_/,,22427
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_mtshan nyid mi ldan bla mas ni:_dbang bskur byas na gnyis ka phung :_zhes pa dang :,62,mtshan nyid mi ldan bla mas ni/_/dbang bskur byas kyang gnyis ka phung /_/,,46652
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_mtshan nyid mi ldan bla mas ni:_dbang bskur byas na gnyis ka phung :_zhes pa dang :,51,mtshan nyid mi ldan bla ma yis/_/dbang bskur byas kyang gnyis ka phung /_/,,73011
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,mtshan nyid ldan pa'i bla mas ni:_dbang bskur bas ni sdug bsngal grol:_ces pa dang :,48,mtshan nyid ldan pa'i bla ma ni/_/dbang bskur bas na sdug bsngal grol/_/,,91089
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_snod dang mi ldan slob ma ni:_shes chung kha gsag gdong ltas che:_kha mkhas lag dam g.yo sgyu che:_bla ma'i gsung gcog drin la rtsod:_yon tan mi mthong skyon la rtog:_rigs rgyud ngang rgyud ngan pa dang :_bka' drin khyad gsod rang gis rang la bstod:_sdom dang dam tshig nyams len 'chal:_slob ma ma brtags slob dpon dgra:_nyams su mi len gang zag la:_rdzogs pa chen po'i dbang dang ni:_don dang gdams pa bstan mi bya:_zhes pas:,50,snod dang mi ldan slob ma ni/_/rigs ngan blo chung ngang rgyud thung /_/kha zol shes chung gdung ltas che/_/kha mkhas lag dam g.yo zog che//bla ma'i gsung gcog drin lan rtsod/_/yon tan mi mthong skyon la rtogs/_/rigs rgyud ngang rgyud ngan pa dang /_bka' drin khyad bsad rang la bstod/_/dam tshig nyams len phyal bar btang /_/de lta bu'i gang zag la/_/rdzogs pa chen po'i don mi bstan/_/,,75002
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_skyabs 'gro thun mong nas brtsams te:_dbang bzhi rdzogs par bskur bar bya:_zhes so:,,,,81963
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,:_klong gsal las: dga' ston baRa chad sel ba dang :_yon tan dngos grub 'grub par 'gyur: zhes gsungs so:_,,,,95527
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_dga' ston tshogs 'khor med pa na:_bar chad rkyen ni sna tshogs 'byung :_dbang gi rgyal sa zhig pa dang :_dngos grub mi thob yi dwags skye:_zhes so:,,,,96004
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_rgyud kyi sdig pa sbyong pa'i phyir:_sngon 'gro yig brgya'i bzlas brjod bya:_zhes pas,,,,71652
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_bar chad mi zhugs bsrung bya'i phyir:_hUM gi sbyor bas srung mtshams bya:_zhes pas:,,,,69432
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,de nas klong gsal las:_dam tshig khas len byung na sbyin: zhes pas:,,,,34448
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,de yang stegs bu'i rgyu'am tshad ni klong gsal las:_bkra shis rdzas dang sa bzang la:_rat+na sa bzang legs par brtsigs:_rab ni ji ltar grub pa la:_tha ma mda' gang 'dom gang tshad:_ces so:,,,,99409
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_rdo rje slob dpon bya ba'i las:_bum pa lha dang sbyin sreg dang :_slob ma sta gon nye bar bya:_zhes pas:,,,,70783
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_thig skud ye shes lnga sgril bas:_dkyil 'khor steng gi nam mkha' la:_tshangs thig cha chen dag kyang gdab:_skad cig dkyil 'khor lha tshogs bskyed:_mchod pa dang ni bstod pa bya: de nas dkyil 'khor thig gdab pa:_dkyil 'khor spyi dang mthun par gdab: dkyil 'khor bkod pa shes par gyis:_zhes ,,,,63723
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_tshon re sgo yi nyi shu cha:_dpangs ni mda' tsam bri bar bya:_zhes so:,,,,31650
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_maN+Dal yon dbul gsol ba gdab:_me tog gang la phog pa yi:_rigs sbyor rig pa'i dbang lnga bskur:_zhes pas:,,,,95875
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_sku gsung thugs dang yon tan dang :_phrin las dag gi dbang bskur bya:_zhes pas:,,,,96192
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_de ltar brda yis ngo sprad kyang :_logs na yod pa ma yin te:_rang gi lus sems 'di la tshang :_zhes pas:,,,,90061
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_dam tshig shin tu mang bshad kyang :_mdor bsdus sku gsung thugs nyid bsrung :_zhes pas:,,,,11956
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_dbang bskur thog ma tha ma ru:_dga' ston ma byas dngos grub med:_ces pa dang :,61,dbang bskur thog ma tha ma ru/_/dga' ston ma byas dngos grub med/,,28836
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_bla ma yi dam mkha' 'gro dang :_chos skyong rdo rje spun la sogs:_tshogs mchod yon gyis ma mnyes na: nad mang tshe thung bar chad 'byung :_thun mong dngos grub med pa dang :_mchog las ring du song ba dang :_tshe 'phos yi dwags skye ba brgyud:_ces so:,61,bla ma yi dam mkha' 'gro dang /_/chos skyong rdo rje'i spyan sogs la/_/tshogs mchod yon gyi ma mnyes na/_/nad mang tshe thung bar gcod 'byung /_/thun mong dngos grub med pa dang /_/mchog la ring du song ba la/_/tshe 'phos yi dwags skye bar 'gyur/_/,,87434
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_bla ma dang ni dbang chog gi: gsung dang gzhung las 'gal ba na:_na raka sdug bsngal myong bar 'gyur:_zhes so:,52,bla ma dang ni dbang mchog gis/_/gsung dang gzhung las 'gal ba na/_/na raka sdug bsngal myong bar 'gyur/_/,,64366
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,0,klong gsal las:_bka' dang ma 'gal yon tan ni:_chos sku kun tu bzang po 'grub:_'phrin las bzhi la thogs pa med:_ces so:,,,,87681
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,1,klong gsal las:_dper na zhing sa gshin po yod gyur kyang :_so nam rim par ma byas na:_'bras bu smin par mi 'gyur ltar:_sems la chos nyid gnas gyur kyang :_dbang gis smin par ma byas na:_rnal 'byor dngos grub ga la thob:_ces so:,11,mngon sum rang thog dbab cing bskur/_/zhing sa gshin po yod gyur kyang /_/so nam rim pa ma byas ltar/_/'bras bu smin bar mi 'gyur ltar/_/sems la chos nyid gnas gyur kyang /_/dbang gis smin par ma byas na/_/rnal 'byor dngos grub ga la thob/,,28466
5,9,smin byed don gsal sgron me zhes bya ba spros bcas bum pa'i dbang bzhugs pa lags so:,2,mkha' 'gro snying thig gi phyi dbang slob bu thun mong du smin par byed pa don gsal sgron me zhes bya ba klong gsal nas btus pa rdzogs so:_sa ma ya:_rgya rgya rgya:,,,,76185
5,10,dbang khrid nor bu sgron gsal bzhugs pa lags so:,0,klong gsal nyi ma'i rgyud dag las:_skal ldan smin byed dbang bskur ba: spros bcas dang ni spros med dang :_shin tu yongs su spros med kyi:_skal ba ldan pa smin par bya:_zhes pas:,,,,53704
5,10,dbang khrid nor bu sgron gsal bzhugs pa lags so:,0,klong gsal nyi ma'i rgyud dag las:_yid sgrib dag dang nus ldan phyir: dkyil 'khor de yi nub phyogs su:_dus ni gung gi dus dag tu:_gsum pa'i phyag rgya mtshan ldan ma:_khrus byas rgyan gyis spras la bzhag:_ces pas:,,,,31439
5,10.1,tshig dbang rin po che bzhugs pa tre bzhugs pa lags so:,0,de yang klong gsal rgyud dag las:_lus ngag yid gsum 'dzin sgrib dag gsum pa'i nus pa tshad phyin phyir:_dkyil 'khor maN+Dal byang phyogs su:_tho rangs nyi ma rtse shar dus:_las dang ldan pa'i bu la bskur:_zhes pas:,,,,66951
5,10.2,gsang dbang lus dkyil ngo sprod bzhugs so:gsang dbang las:,1,klong gsal nyi ma'i rgyud las:_'byung ba'i dngas las grub pa yi:_lus 'di bde gshegs pho brang nyid:_rigs lnga yab yum lnga yi gnas:_phung khams skye mched lha yi sku:_zhes pas:,17,byung ba'i dngas ma las grub pas/_/lus 'di bder gshegs pho brang yin/_/rigs lnga yab yum lnga yin pas/_/phung khams skye mched lha'i sku/,,38727
5,10.2,gsang dbang lus dkyil ngo sprod bzhugs so:gsang dbang las:,1,de yang klong gsal las:_'byung bzhi'i dkyil 'khor sangs rgyas zhing :_'khor lo lnga ni rigs lnga'i gnas:_phung khams thams cad lha tshogs nyid:_sems ni ye shes chen po nyid:_ces so:,13,byung bzhi'i dkyil 'khor sangs rgyas zhing /_/'khor lo lnga po rigs lnga gnas/_/phung po khams ni lha tshogs nyid/_/sems ni ye shes chen po nyid/_/rig pa spros bral a la la//,,62189
5,10.3,shes rab yum gyi mkha' ngo sprod bzhugs so:,1,klong gsal le'u brgyad pa las:_dus gsum sangs rgyas thams cad kyang :_b+ha ga dbyings las rang byung ste:_chos rnams kun gyi 'byung gnas yin:_ces pa dang :,33,dus gsum sangs rgyas thams cad kyang /_/b+ha ga'i klong nas rang byung ste/_/chos rnams kun gyi 'byung gnas nyid/_/b+ha ga gsang sngags kun gyi gnas/_/bde chen ye shes 'byung ba nyid,,61994
5,10.3,shes rab yum gyi mkha' ngo sprod bzhugs so:,1,klong gsal las:_bud med brnyas shing mkha' la gshe:_bde dang bral na na raka spyod:_ces so:,11,bud med brnyas shing mkha' la gshe/_/bde dang bral na na raka spyod/,,73319
5,12,bde gshegs rigs lnga'i mchod 'bum bzhugs so:,1,klong gsal rgyud dag las:_sangs rgyas rigs lnga kun 'dus gtso:_rang rig bla ma kun tu bzang :_phyi nang gsang ba'i mchod 'bum ni:_de yi bsod nams brjod mi lang :_mchod 'bum 'di la spyi don bcu:,14,sangs rgyas rigs lnga kun 'dus gtso/_/rang rig bla ma kun bzang la/_/phyi nang gsang ba'i mchod 'bul na/_/de'i bsod nams brjod mi lang /_/de phyir mchod la ngo sprod long /_/,,26500
5,12.1,rigs lnga'i gtor ma'i lag len bzhugs so:,1,de yag klong gsal rgyud dag las: tshogs med gang yang 'grub mi 'gyur:_ces pas:,11,tshogs med yang dag 'grub mi 'gyur/,,82229
5,18,rtsal dbang ti ka rig pa'i sgron ma bzhugs so:,1,klong gsal las:_rab 'byams rig pa'i dbang med na:_'dus byas dbang gis smin mi srid:_ces so:_rang rgyud ma smin gzhan mi grol:_ces pa ni:,5,dus byas dbang gi smin mi srid/_/rang rgyud ma smin gzhan mi grol/_/,13,86077
5,19,thod rgal khyad par dbang lnga bzhugs pa lags so:,1,klong gsal nyi ma'i rgyud dag las:_spros bcas dbang rnams rdzogs byas nas:_khyad par rig pa'i dbang lnga bskur:_de nas mngon sum Rang thog dbab:_lhun grub rig pa'i rtsal dbang bskur:_zhes pas:,11,spros bcas dbang rnams rdzogs byas nas/_/khyad par rig pa'i dbang lnga bskur|_|de nas mngon sum rang thog dbab/_/lhun grub rig pa'i rtsal dbang bskur/_/,,57349
5,24,mkha' 'gro snying thig gsang dbang gi lhan thabs bzhugs so:,1,klong gsal nyi ma'i rgyud dag nas:_skal ldan smin byed dbang bskur ba:_spros bcas dang ni spros med dang :_shin tu yongs su spros med kyis:_skal pa ldan pa smin par bya:_zhes pas bum dbang bskur thabs logs na yod:,8,skal bar ldan pa smin par bya/_/spros bcas spros med [23] rab spros med/_/shin tu rig pa'i rtsal dbang bskur/_/dbang med dngos grub thob mi 'gyur/_/,,13794
5,24,mkha' 'gro snying thig gsang dbang gi lhan thabs bzhugs so:,1,klong gsal nyi ma'i rgyud las:_'byung ba'i dngas las grub pa yi:_lus 'di bde gshegs pho brang nyid:_rigs lnga yab yum lnga yi gnas:_phung khams skye mched lha yi sku:_zhes pas:,13,byung ba'i dngas ma las grub pa'i/_/lus 'di bder gshegs pho brang nyid/_/rigs lnga yab yum lnga'i gnas/_/phung khams skye mched lha'i sku/_/,,53481
5,24,mkha' 'gro snying thig gsang dbang gi lhan thabs bzhugs so:,1,de yang klong gsal lasaH:_'byung bzhi'i dkyil 'khor sangs rgyas zhing :_'khor lo lnga ni rigs lnga'i gnas:_phung khams thams cad lha tshogs nyid:_sems ni ye shes chen po nyid:_lus kyi dkyil 'khor chen po ste:_bu*ga*skra ni sgo*dang*me:_zhes so:,13,byung bzhi'i dkyil 'khor sangs rgyas zhing /_/'khor lo lnga po rigs lnga gnas/_/phung po khams ni lha tshogs nyid/_/sems ni ye shes chen po nyid/_/rig pa spros bral a la la//,,37703
5,27,thod rgal gyi don khrid nor bu'i snying po bzhugs soH,1,klong gsal las:_dad ldan snying rje gtong phod che:_rgyud dul sdig 'dzem dbang po rno:_gsang thub nyams len 'gyur ba med:_skyo shas sdug sran snying rus che:_de ni gsang ba'i snod yin pas:_bdud rtsi thigs pa snying gi yang zhun 'di:_bu yi bu mchog de la bstan par bya:_zhes so:,49,dad ldan snying rje gtong phod che/_/dam tshig sgrub la shin tu mos/_/sdig 'dzem shes rab dbang po rno/_/gsang thub brtul zhugs spyod pa nus/_/skyo shas zhen log snying rus che/_/tshe 'di'i lo ma rgyab tu bskyur/_/bla mas ci gsung dang du len/_/lto gos phyir na lhag skyob brten/_/grong yul bor nas dben gnas 'grim/_/dkor zas dag la mig rdul mtshungs/_/skyo nges thang lhod ngos dga' med//rkyen ngan gang la'ang bzod pa thub/_/de lta bu'i slob ma de/_/gsang sngags 'di'i snod mchog yin/_/gser dngul rin chen snod nang du/_/bdud rtsi dag ni blug pa 'dra/_/bcud [154] 'phel yon tan gong du 'phel/_/,,12248
5,27,thod rgal gyi don khrid nor bu'i snying po bzhugs soH,1,klong gsal las:_gangs khrod lung stong ri rtse duRa khrod dmaH_shin tu dben dang dngas shing mtho ba'i gnas:skal ldan skyes bu nyams len byed pa'i gnas:_zhes so:_dus bstan pa ni: yang de nyid las:_dbyar ma ston dang dgun chung dpyid kyi dus:_zer gnyis dus ni mchog tu bshad pa yin:_ces so:_,9,gangs khrod lung stong ri rtse dur khrod dam/_/shin tu dben pa dngas shing mtho' ba'i sar/_/skal ldan skyes bus nyams len bya ba'i gnas/_/dus chen nges pa'i gdams pa bstan pa ni/_dbyar ma [30] ston dang dgun chung dpyid kyi dus/_/zer gnyis dus ni mchog tu bshad pa yin/_/,,14061
5,27,thod rgal gyi don khrid nor bu'i snying po bzhugs soH,1,klong gsal las:_me tog dbang yon tshogs 'khor gtor tshogs rgyu:_nyams len dus su khams kyi rten po btsal:_mthun pa'i yo byad kun dang mthun par bya:_zhes so:,9,me tog dbang yon tshogs 'khor gtor tshogs rgyu/_/nyams len dus gsum khams kyis brtan so brtsal/_/mthun pa'i yo byad kun dang ldan par bya/_/,,32214
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_ston pa thugs rje chen po yis:_'dul byed theg pa mang gsungs kyang :_yang gsang rdzogs pa chen por 'dus:_zhes so:,18,ston pa thugs rje chen po yis/_/gdul byed theg pa mang gsung yang /_/yang gsang rdzogs [61] pa chen por 'dus/_/,,75272
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_ngo bo ka dag ye shes ni:_ma rig rtog pa kun dang bral: rang bzhin lhun grub ye shes ni:_stong gsal rang mdangs nyid du gnas thugs rje kun khyab ye shes ni:_'gags med snang stong nyid du gnas:_zhes pa dang :_,18,ngo bo ka dag ye shes te/_/ma rig rtog pa kun dang bral/_/rang bzhin lhun grub ye shes ni|_|stong gsal rang mdangs nyid du gnas/_/thugs rje kun khyab ye shes ni/_/'gag med stong pa nyid du gnas/_/,,38752
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_dang por ma rig drug las 'byung :_zhes pas:,18,dang po ma rig drug las byung /_/,,84093
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_thog ma'i rig rtsal ye shes lnga:_ma rig 'khrul pas 'byung bar grub:_des na lus 'di sangs rgyas dngos:_ye shes chen po'i 'byung gnas nyid:_lus can kun la bzang ngan med:_bde gshegs ngo bo 'gro kun la:_til la maRa bzhin khyab par gnas:_ma rig grol tshe 'byung ba'i lus:_lhag med ye shes ngang du ldog:_ces pas:,18,thog ma'i rig rtsal ye shes lnga/_/ma rig 'khrul pa 'byung bar 'gyur/_/de ltar lus ni sangs rgyas dngos/_/ye shes chen po'i 'byung gnas nyid/_/lus can kun la bzang ngan med/_/bder gshegs ngo bo 'gro kun la/til la mar gyi khyab bzhin gnas/_/ma rig grol tshe 'byung ba'i dus/_/lhag med ye shes ngang du bzlog_/,,51910
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_sems can kun rig dri ma med:_phung po 'byung ba yab yum lnga: rtsa khams skye mched sems dpa'i tshogs:_srid gsum dkyil 'khor rang lus rdzogs:_zhes pa dang :,18,sems can kun rig dri ma med/_/phung po 'byung ba yab yum lnga/_/rtsa khams skye mched lha'i tshogs/_/srid gsum dkyil 'khor rang lus rdzogs/,,85973
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_mngal zhugs byang chub rnam lnga ste:_zla ba bcu ni sa bcu'i tshul:_skyes pa rang bzhin sprul pa'i sku:_lhun grub sku gsum bdag nyid do:_zhes so,18,mngal zhugs byang chub rnam lnga ste/_/zla_rgyu ba dgu ni sa bcu'i tshul/_/skyes pa rang bzhin sprul pa'i sku/_/lhun grub sku gsum bdag nyid do/_/rgyas par zla shel dra ba'i 'od/_/,,99118
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rang byung rig pa'i rang rtsal las:_sku lnga dang ni ye shes lnga:_rigs lnga 'od lnga rlung lnga ni:_shes rab lnga la sogs par gnas:_zhes pas:_,18,rang byung rig pa'i rang rtsal las/_/sku lnga dang ni ye shes lnga/_/rigs lnga 'od lnga rlung ni lnga/_/shes rab lnga la sogs par gnas/_/,,98367
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rig pa'i yon tan 'od lngar gsal :_ces so:,18,rig pa'i yon tan 'od lngar gsal/,,91889
5,28,snying po gsal ba'i me long zhes bya ba'i khrid bzhugs so:,1,klong gsal las:_rig pa'i rtsal las ye shes gsum:_ngo bo stong pa'i ye shes dang :_rang bzhin gsal ba'i ye shes dang :_thugs rje kun khyab ye shes so:_zhes so:_,18,rig pa'i rtsal la ye shes gsum/_/ngo bo stong pa'i ye shes dang /_/rang bzhin gsal ba'i ye shes dang /_/thugs rje kun khyab ye shes gsum/_/,,56395
